rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/advantages,train/clip_range,train/learning_rate,train/explained_variance,train/n_updates,train/returns,train/policy_gradient_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction
203.5,765,2651,590,1566720,-27.426722350000006,0.19042183409910649,-0.12482525408267975,0.2,0.0003,0.9586953930556774,7640,-11.247241973876953,-0.020746188912016805,0.10555880516767502,2.4850203290581705,0.089759156,-0.014872103929519653,0.456884765625
204.36,766,2655,590,1568768,-27.48762392,0.361429257504642,-0.25997647643089294,0.2,0.0003,0.9284291118383408,7650,-10.792119979858398,-0.022403068237326806,0.10530713945627213,2.493318070471287,0.13822195,0.04519376903772354,0.455908203125
202.1,767,2658,590,1570816,-27.72298511,0.2991418457357213,-0.0685204342007637,0.2,0.0003,0.931594081223011,7660,-11.662504196166992,-0.014385826156649273,0.10434719175100327,2.514644594490528,0.08637966,0.06398715078830719,0.459912109375
201.39,768,2662,590,1572864,-27.477102509999995,0.6990839021746069,-0.44283220171928406,0.2,0.0003,0.8557289987802505,7670,-11.902225494384766,-0.015609122320893221,0.10474563390016556,2.52112859711051,0.09634655,0.15254941582679749,0.435205078125
201.97,769,2665,590,1574912,-27.59062062,0.2051829960430041,-0.042054496705532074,0.2,0.0003,0.9602184854447842,7680,-10.716801643371582,-0.012112350601819344,0.10422904044389725,2.528470725566149,0.08495088,-0.008377805352210999,0.463916015625
206.01,770,2669,590,1576960,-27.690074709999994,0.4891669974662364,0.18207547068595886,0.2,0.0003,0.9130968376994133,7690,-13.050773620605469,-0.012396093674760777,0.10456373542547226,2.5288394764065742,0.08781172,0.04710948467254639,0.446533203125
205.76,771,2672,590,1579008,-27.577942220000008,0.3506800117203966,-0.6629132628440857,0.2,0.0003,0.913534015417099,7700,-11.925373077392578,-0.021995916959713212,0.10362127423286438,2.5359925232827663,0.114280164,0.038556717336177826,0.45146484375
208.45,772,2675,590,1581056,-27.951808130000003,0.2874905532458797,0.3621460795402527,0.2,0.0003,0.9339024648070335,7710,-10.927228927612305,-0.007184573545237072,0.1029043197631836,2.5577382668852806,0.07848966,0.05398569256067276,0.45498046875
211.05,773,2679,590,1583104,-27.857251900000005,0.24582681201864034,0.5633776783943176,0.2,0.0003,0.9427896626293659,7720,-11.183655738830566,-0.0021563302056165413,0.10416338592767715,2.552725737541914,0.09693995,0.08916283398866653,0.46201171875
212.84,774,2682,590,1585152,-28.334520030000004,0.2408727037254721,0.2671241760253906,0.2,0.0003,0.9323290064930916,7730,-9.399694442749023,-0.012897096473898273,0.10373889654874802,2.5439513459801675,0.09696917,-0.03125717118382454,0.4619140625
213.82,775,2686,590,1587200,-28.17606962,0.7305619279155507,-0.30575278401374817,0.2,0.0003,0.723128080368042,7740,-9.530258178710938,-0.0025895011305692604,0.10385945439338684,2.5473701141774656,0.09414812,0.02683991938829422,0.408056640625
215.35,776,2689,590,1589248,-28.24521204,0.42854377573821695,-0.46517661213874817,0.2,0.0003,0.9219151958823204,7750,-10.318678855895996,-0.014919789333362132,0.103644959628582,2.5534329771995545,0.07536627,0.03283666446805,0.427392578125
215.53,777,2693,590,1591296,-28.527457589999997,0.33647923967801036,0.03319269046187401,0.2,0.0003,0.9360499158501625,7760,-11.340009689331055,-0.010765335138421506,0.10418113321065903,2.543965743482113,0.12924191,0.024488143622875214,0.492919921875
222.11,778,2696,590,1593344,-28.72375459000001,0.44576672329567374,-0.32710033655166626,0.2,0.0003,0.9231674894690514,7770,-11.239222526550293,-0.021301582394517026,0.10416635870933533,2.538069750368595,0.09925144,0.032617174088954926,0.438427734375
221.55,779,2699,590,1595392,-28.8915847,0.34944038570392877,-0.06132654845714569,0.2,0.0003,0.933273546397686,7780,-10.514455795288086,-0.020579576707677915,0.10423218458890915,2.5414552114903928,0.10467662,0.044605690985918045,0.468505859375
221.69,780,2703,590,1597440,-28.724835350000003,0.3281686064437963,0.15140888094902039,0.2,0.0003,0.9140202701091766,7790,-12.11203384399414,-0.008675399699859554,0.10421860218048096,2.542641220241785,0.07817799,0.07288279384374619,0.451513671875
220.66,781,2706,590,1599488,-28.56632004,0.33215254144743084,-0.0502055324614048,0.2,0.0003,0.9334402531385422,7800,-9.358351707458496,-0.012971220235340298,0.10482874512672424,2.530146622657776,0.09704594,0.07570817321538925,0.46943359375
218.14,782,2710,590,1601536,-28.586483659999995,0.31187155209481715,-0.31942176818847656,0.2,0.0003,0.9251288250088692,7810,-10.71643352508545,-0.0167296659128624,0.1055903434753418,2.5084261015057563,0.08833183,0.04773832485079765,0.444580078125
217.73,783,2713,590,1603584,-28.75955782,0.3338267180370167,-0.06262192875146866,0.2,0.0003,0.960209097713232,7820,-10.230697631835938,-0.001820916227006819,0.1065758764743805,2.493265179544687,0.104777515,0.25797170400619507,0.4564453125
216.0,784,2717,590,1605632,-28.368060459999995,0.3030732450541109,0.07246072590351105,0.2,0.0003,0.911441870033741,7830,-10.902107238769531,-0.020357327473175247,0.10635816305875778,2.4814742885529997,0.117934324,0.010595418512821198,0.451611328125
219.11,785,2720,590,1607680,-31.449368779999997,0.37491350185591726,-0.09961352497339249,0.2,0.0003,0.9297040849924088,7840,-9.848250389099121,-0.012533745737164282,0.10627835243940353,2.4839492797851563,0.09301789,0.047312941402196884,0.44375
218.17,786,2723,590,1609728,-31.094242089999998,3.02230882300064,-2.359282970428467,0.2,0.0003,0.4332711100578308,7850,-13.492359161376953,-0.006071245088241995,0.10478458553552628,2.5002910897135733,0.62795293,0.0313226617872715,0.41259765625
216.74,787,2727,590,1611776,-30.919684939999996,0.3627205399330705,0.092216357588768,0.2,0.0003,0.9300686120986938,7860,-9.584624290466309,-0.012976438426994719,0.10354926437139511,2.5459098540246488,0.10892613,0.09934938699007034,0.49453125
217.43,788,2730,590,1613824,-30.64283069,0.300946712680161,-0.23388472199440002,0.2,0.0003,0.9477983266115189,7870,-10.89420223236084,-0.006371276934805792,0.10286024957895279,2.5704285383224486,0.11512825,0.02998059242963791,0.472021484375
215.13,789,2734,590,1615872,-30.94112755,0.29511002656072377,-0.033732328563928604,0.2,0.0003,0.9507249854505062,7880,-10.597728729248047,-0.01401914087618934,0.10330697894096375,2.5698747843503953,0.08818386,0.051066432148218155,0.45625
220.8,790,2737,590,1617920,-31.24027282,0.37326284372247753,-0.22239935398101807,0.2,0.0003,0.9339208677411079,7890,-12.638664245605469,-0.013730824286176358,0.10275250673294067,2.5739763781428335,0.13748053,0.010335449129343033,0.453076171875
219.47,791,2741,590,1619968,-31.03126122,0.5715692024212331,0.2922619581222534,0.2,0.0003,0.9247133806347847,7900,-9.991761207580566,-0.00608121624973137,0.10273512452840805,2.5853075690567495,0.09957516,0.05164197459816933,0.47734375
220.99,792,2744,590,1622016,-30.69021202,0.32066590470494705,-0.10934686660766602,0.2,0.0003,0.8977595642209053,7910,-11.38145637512207,-0.010109704454953317,0.10231653600931168,2.590460556745529,0.13842715,0.01566145196557045,0.47802734375
223.57,793,2747,591,1624064,-31.07095283,0.17450794563628733,0.20257697999477386,0.2,0.0003,0.9454200714826584,7920,-9.62899398803711,-0.014658163764397613,0.10235974937677383,2.598004465550184,0.071810275,-0.004306532442569733,0.465869140625
222.39,794,2751,591,1626112,-31.18165746,0.43918717596679924,-0.3378651440143585,0.2,0.0003,0.918173298239708,7930,-10.493646621704102,-0.013425902792369016,0.10185319185256958,2.606367913633585,0.1725432,0.023813502863049507,0.43759765625
219.85,795,2754,591,1628160,-28.816070349999997,0.393881027167663,0.1518011838197708,0.2,0.0003,0.9344616159796715,7940,-11.217976570129395,-0.014492182529647835,0.10320652276277542,2.594317861646414,0.11224295,0.12067778408527374,0.47958984375
216.96,796,2758,591,1630208,-28.432469680000004,0.2613362974720076,-0.15893161296844482,0.2,0.0003,0.9276397302746773,7950,-10.804424285888672,-0.017963112641882616,0.10206117480993271,2.593809735774994,0.13675761,0.039318572729825974,0.45791015625
217.35,797,2761,591,1632256,-28.30685817,0.24117262923391536,-0.1491883099079132,0.2,0.0003,0.9274716153740883,7960,-10.780237197875977,-0.019308441365137697,0.10206776857376099,2.6080534189939497,0.11549842,0.027265388518571854,0.47568359375
215.66,798,2765,591,1634304,-28.315202059999997,0.3235236844047904,-0.15623807907104492,0.2,0.0003,0.9187528938055038,7970,-11.121479988098145,-0.0153428488294594,0.10172492265701294,2.614288283139467,0.09951466,0.04555663466453552,0.500244140625
215.05,799,2768,591,1636352,-28.60428053,0.3971547886263579,0.05453285574913025,0.2,0.0003,0.9315192252397537,7980,-10.684123992919922,-0.012714787299046293,0.10261684656143188,2.610604701936245,0.075619705,0.16067951917648315,0.44404296875
211.36,800,2772,591,1638400,-28.227103709999998,0.46655196354258804,-0.6754558682441711,0.2,0.0003,0.9008646234869957,7990,-11.577491760253906,-0.02496509026095737,0.10179877281188965,2.6100017584860327,0.105674714,0.08759278059005737,0.4234375
211.79,801,2775,591,1640448,-28.278895249999994,0.35171360019594433,0.1018025353550911,0.2,0.0003,0.9338062405586243,8000,-11.576117515563965,-0.009853385129827075,0.10269603878259659,2.610083045065403,0.084348515,0.07273566722869873,0.441162109375
210.09,802,2778,591,1642496,-28.34541186,0.26402385598048567,0.1910100281238556,0.2,0.0003,0.9551753103733063,8010,-10.494686126708984,-0.002460698053619126,0.103524349629879,2.5845058389008044,0.0828273,0.07210652530193329,0.47490234375
207.52,803,2782,591,1644544,-28.26459532,0.2538135875482112,0.27519068121910095,0.2,0.0003,0.9052816778421402,8020,-10.72375202178955,-0.01883372982556466,0.1037537083029747,2.57069545686245,0.12443066,-0.01918189227581024,0.4349609375
207.95,804,2785,591,1646592,-28.059821089999996,0.2734524198342115,-0.226815864443779,0.2,0.0003,0.9449569322168827,8030,-12.938932418823242,-0.01850835090735927,0.10422638803720474,2.5609934382140636,0.10241682,0.0786748006939888,0.4833984375
205.53,805,2789,591,1648640,-27.65329906,0.1823743871296756,0.22810295224189758,0.2,0.0003,0.9548142962157726,8040,-10.95400619506836,-0.005605462483072188,0.10380372405052185,2.5630224898457525,0.100718364,0.015729263424873352,0.48291015625
206.97,806,2792,591,1650688,-27.973944730000003,0.39591209932696075,-0.14892734587192535,0.2,0.0003,0.89015843719244,8050,-10.867508888244629,-0.01824467465194175,0.10341381281614304,2.5721333704888822,0.12985927,0.05210210010409355,0.470947265625
209.44,807,2796,591,1652736,-28.228039960000004,0.24751709764823318,-0.15752311050891876,0.2,0.0003,0.9553190246224403,8060,-11.362361907958984,-0.017713837249903008,0.10447093099355698,2.5611345879733562,0.10155422,-0.012632053345441818,0.453125
214.74,808,2799,591,1654784,-28.518281899999998,0.22761472886195405,0.07992235571146011,0.2,0.0003,0.9269560500979424,8070,-10.176299095153809,-0.019172438932582737,0.10246714949607849,2.577327362447977,0.114271685,0.021578911691904068,0.47841796875
214.1,809,2802,591,1656832,-30.41868337,0.23394666058011354,0.4330725073814392,0.2,0.0003,0.9443070702254772,8080,-10.505624771118164,-0.02014948288706364,0.10064473003149033,2.6298423960804937,0.12059969,0.027183830738067627,0.462841796875
214.57,810,2806,591,1658880,-30.55372968,4.26365578235127,-3.49961519241333,0.2,0.0003,0.3009576201438904,8090,-13.325303077697754,-0.009528953593689948,0.09868278354406357,2.6842542476952076,0.6409353,-0.01212390512228012,0.4017578125
216.41,811,2809,591,1660928,-30.68890016,0.5470587488729507,0.18043237924575806,0.2,0.0003,0.8872380033135414,8100,-12.103401184082031,-0.0113753692334285,0.09942299127578735,2.7098460137844085,0.1074038,0.07760842889547348,0.495849609375
215.2,812,2813,591,1662976,-30.93585454,0.39303800598718225,0.25105994939804077,0.2,0.0003,0.9231885522603989,8110,-11.40612506866455,-0.005452413259627064,0.09853901714086533,2.709963197261095,0.12586768,0.14381974935531616,0.497509765625
214.34,813,2816,591,1665024,-30.28453235,0.5650345900095999,-0.17305627465248108,0.2,0.0003,0.9043022096157074,8120,-12.70172119140625,-0.022949549567420034,0.09790793806314468,2.7305284306406974,0.14943372,0.08928272128105164,0.460302734375
213.92,814,2820,591,1667072,-30.362057829999998,0.4160364227835089,0.3821967840194702,0.2,0.0003,0.8949340730905533,8130,-11.189294815063477,0.003615553757845191,0.09849338978528976,2.7297023430466654,0.09165096,0.07159382104873657,0.50673828125
213.55,815,2823,591,1669120,-29.994966529999996,0.420132540888153,0.2689579427242279,0.2,0.0003,0.8985554501414299,8140,-11.260454177856445,-0.010947541554924101,0.09799152612686157,2.7349048860371115,0.10819475,0.054821114987134933,0.463623046875
214.55,816,2827,591,1671168,-29.347124249999997,0.4093887251801789,0.41587454080581665,0.2,0.0003,0.9112259894609451,8150,-10.051880836486816,-0.009403563127852977,0.09835944324731827,2.7364301435649394,0.086978614,0.10683359950780869,0.47236328125
209.49,817,2830,591,1673216,-28.788847769999997,0.2370641784509644,0.4094092547893524,0.2,0.0003,0.9356357082724571,8160,-9.879842758178711,-0.016580140498990658,0.09806270152330399,2.7412274077534677,0.08966058,0.051810186356306076,0.435498046875
203.22,818,2833,591,1675264,-28.57420464,0.32950065857730804,0.03436621278524399,0.2,0.0003,0.939844399690628,8170,-9.751307487487793,-0.011751633092353586,0.0988173708319664,2.739797732979059,0.11782658,0.04878483712673187,0.490478515625
199.18,819,2837,591,1677312,-25.942119939999998,0.42325628409162164,0.0356130413711071,0.2,0.0003,0.9269887804985046,8180,-10.631914138793945,-0.01122119785140967,0.09808855503797531,2.744569818675518,0.08321589,0.08624706417322159,0.457421875
199.03,820,2840,591,1679360,-25.422721320000004,0.24948639364447445,0.059123508632183075,0.2,0.0003,0.9452320411801338,8190,-12.769109725952148,-0.011461042342125439,0.09772049635648727,2.76436827480793,0.1121248,0.01367700845003128,0.505810546875
199.97,821,2844,591,1681408,-25.383970729999998,0.2441285198321566,0.071415014564991,0.2,0.0003,0.9424562193453312,8200,-10.67629337310791,-0.006227027469140012,0.09766785055398941,2.7780914500355722,0.09894533,0.06555381417274475,0.477880859375
202.89,822,2847,591,1683456,-25.083553249999994,0.295007480296772,0.46759653091430664,0.2,0.0003,0.8922436535358429,8210,-11.554910659790039,-0.017838956000923646,0.0965069904923439,2.7899529077112675,0.12431994,0.01525835506618023,0.496875
204.24,823,2851,591,1685504,-25.61220602,0.24559846671763808,0.18698927760124207,0.2,0.0003,0.9396116770803928,8220,-10.892271995544434,-0.012892505245690699,0.09616783261299133,2.817126041650772,0.11639524,0.05179879814386368,0.480078125
203.64,824,2854,591,1687552,-25.64736004,0.24128470453433692,-0.048482440412044525,0.2,0.0003,0.9405060298740864,8230,-10.695507049560547,-0.012245893148792675,0.09597760438919067,2.822512876242399,0.14644304,0.023925375193357468,0.522021484375
203.13,825,2858,591,1689600,-25.823632090000004,0.34610229334793985,-0.3670750558376312,0.2,0.0003,0.9209558740258217,8240,-10.566288948059082,-0.010758099365921226,0.09555014222860336,2.825904542207718,0.1135188,0.051399897783994675,0.492138671875
202.45,826,2861,591,1691648,-26.314347110000003,0.24221086866455152,0.1362302601337433,0.2,0.0003,0.9071150422096252,8250,-11.25161361694336,-0.012116947933100164,0.09534095972776413,2.835621225088835,0.12934321,0.05859038606286049,0.49716796875
206.6,827,2864,591,1693696,-26.40182424,0.2625635944772512,-0.03538437932729721,0.2,0.0003,0.9498434662818909,8260,-11.580268859863281,-0.016394889230286935,0.09616100043058395,2.830760892480612,0.11009279,0.031688764691352844,0.473486328125
210.15,828,2868,591,1695744,-26.36783708,0.27770169875584544,0.33791208267211914,0.2,0.0003,0.933576226234436,8270,-10.742005348205566,-0.01093913631484611,0.09666671603918076,2.811665527522564,0.08450522,0.08885642886161804,0.48154296875
212.17,829,2871,591,1697792,-26.901393520000003,0.25398174471920354,0.16895687580108643,0.2,0.0003,0.9205258265137672,8280,-9.341889381408691,-0.02494824809837155,0.0960492491722107,2.81253597214818,0.11483078,0.061453744769096375,0.478662109375
216.86,830,2875,591,1699840,-27.385722339999997,0.36526136989705266,-0.19534745812416077,0.2,0.0003,0.9137408956885338,8290,-10.572792053222656,-0.015326493271277285,0.0958174541592598,2.827395158261061,0.11285674,0.05891364812850952,0.470556640625
216.48,831,2878,591,1701888,-27.861132220000005,0.35548738585785034,-0.10502944886684418,0.2,0.0003,0.9016366377472878,8300,-11.041725158691406,-0.023944873956497758,0.09473025798797607,2.8444729156792166,0.14235254,0.04614415019750595,0.484716796875
215.07,832,2882,591,1703936,-27.647353189999993,0.2241263390518725,-0.07791520655155182,0.2,0.0003,0.953347459435463,8310,-10.399370193481445,-0.015081833869044204,0.09438493102788925,2.8626764968037604,0.15966392,0.05257118493318558,0.498681640625
216.42,833,2885,591,1705984,-27.38578288,0.21469797971658408,0.18843677639961243,0.2,0.0003,0.9548622742295265,8320,-9.317312240600586,-0.0025684198859380557,0.09334003925323486,2.8830519199371336,0.07877475,0.02503233402967453,0.492919921875
216.53,834,2888,591,1708032,-27.31191783,0.21226189833832904,0.33468490839004517,0.2,0.0003,0.9488134644925594,8330,-8.326578140258789,-0.01059507648460567,0.09328174591064453,2.9015749797224997,0.11651756,0.03247353434562683,0.4798828125
214.44,835,2892,591,1710080,-27.54521266,0.3888068838045001,-0.0093068927526474,0.2,0.0003,0.9330304339528084,8340,-10.074222564697266,-0.01494523902074434,0.09316256642341614,2.90323124602437,0.1249412,0.047931380569934845,0.517626953125
214.41,836,2895,591,1712128,-27.781399110000002,0.3761914241593331,-0.39812812209129333,0.2,0.0003,0.9140209630131721,8350,-12.806178092956543,-0.006577917211689055,0.09362075477838516,2.8996354795992376,0.14848393,0.1051407977938652,0.517138671875
214.79,837,2899,591,1714176,-28.069376599999995,0.38589835525490346,-0.2599548399448395,0.2,0.0003,0.9253910854458809,8360,-9.45899486541748,-0.017398614987905604,0.094318687915802,2.879276081174612,0.09726908,0.10514524579048157,0.489453125
216.32,838,2902,591,1716224,-28.397596820000004,0.28656067985575645,0.048213206231594086,0.2,0.0003,0.9537194892764091,8370,-9.680288314819336,-0.003875821423571324,0.0940738394856453,2.8737370274960994,0.11009255,0.10659332573413849,0.49130859375
214.08,839,2906,591,1718272,-28.400924019999994,0.20003084399504586,0.0569700226187706,0.2,0.0003,0.9547800347208977,8380,-11.412508010864258,0.002306457071972545,0.09405652433633804,2.8791194178164004,0.10534656,0.008224407210946083,0.466650390625
210.06,840,2909,591,1720320,-27.99360712,0.42601710013113914,-0.2072484791278839,0.2,0.0003,0.9328304380178452,8390,-10.906917572021484,-0.019513173162704334,0.09449118375778198,2.869478248804808,0.10489003,0.0943780392408371,0.49931640625
205.79,841,2912,591,1722368,-27.284570659999996,0.36609772108495237,0.010289240628480911,0.2,0.0003,0.9158429205417633,8400,-11.991432189941406,-0.01455578836321365,0.09332344681024551,2.881913051009178,0.09186061,0.09728866070508957,0.46640625
204.75,842,2916,591,1724416,-27.528813820000003,0.23062105071730912,-0.07476041465997696,0.2,0.0003,0.9093897417187691,8410,-10.340726852416992,-0.010646589427778963,0.09261345863342285,2.90668775588274,0.13057989,-0.00801081582903862,0.48427734375
201.64,843,2919,591,1726464,-27.811594080000006,0.37675889357924464,-0.08486133068799973,0.2,0.0003,0.9093419089913368,8420,-10.910386085510254,-0.016775528153812048,0.0919276550412178,2.9314187325537207,0.12936983,0.08406953513622284,0.477392578125
202.19,844,2923,591,1728512,-28.164392560000007,0.2370585907017812,-0.01920333132147789,0.2,0.0003,0.9124404042959213,8430,-10.415526390075684,-0.017311423197679688,0.09113382548093796,2.9602097414433954,0.12967303,0.009403634816408157,0.487060546875
206.1,845,2926,591,1730560,-27.652320890000002,0.3331036601681262,-0.33664608001708984,0.2,0.0003,0.9312825798988342,8440,-11.241225242614746,-0.007248676354356576,0.09109949320554733,2.9765822529792785,0.16302153,0.06310112774372101,0.496484375
204.49,846,2930,591,1732608,-27.002480159999994,0.1829682198818773,0.3079444169998169,0.2,0.0003,0.9287950396537781,8450,-9.407855987548828,-0.009284340645535849,0.09122180938720703,2.972455793619156,0.13147905,0.005268849432468414,0.501025390625
202.34,847,2933,591,1734656,-26.78791443,0.19638948159990832,-0.06564144045114517,0.2,0.0003,0.9461025260388851,8460,-10.074503898620605,-0.0114454687689431,0.09173227101564407,2.962288119643927,0.106784865,-0.004197053611278534,0.489306640625
199.78,848,2937,591,1736704,-26.809663430000004,0.3191536961821839,-0.09445007145404816,0.2,0.0003,0.9500245563685894,8470,-10.573514938354492,-0.013734683033544571,0.09060084819793701,2.9750364497303963,0.1166599,0.05220962315797806,0.485205078125
200.82,849,2940,591,1738752,-26.38589463,0.3634054393740371,0.013563666492700577,0.2,0.0003,0.9355525821447372,8480,-11.380977630615234,-0.0009140248279436491,0.08931950479745865,3.0181215085089206,0.108118944,-0.011919431388378143,0.4962890625
205.32,850,2943,591,1740800,-26.82751562,0.19825032446533442,-0.017782215029001236,0.2,0.0003,0.9399381801486015,8490,-9.920724868774414,-0.008620581431023311,0.08945194631814957,3.0366445399820803,0.11652517,0.027975546196103096,0.480517578125
207.57,851,2947,591,1742848,-26.97314077,0.2558992830454372,-0.22605295479297638,0.2,0.0003,0.8946246281266212,8500,-10.007072448730469,-0.015864625619724394,0.08921203017234802,3.041504503041506,0.12638384,-0.002110365778207779,0.5099609375
208.84,852,2950,591,1744896,-27.109267339999995,0.17002402573125436,-0.08006853610277176,0.2,0.0003,0.943107184022665,8510,-10.660346031188965,-0.015945827061659656,0.08883162587881088,3.0641264602541924,0.1259085,0.004132088273763657,0.490771484375
210.65,853,2954,591,1746944,-27.223012390000005,0.28900777676608413,0.1795681267976761,0.2,0.0003,0.9137076511979103,8520,-11.506361961364746,-0.005115084508724976,0.0895455852150917,3.058424203842878,0.108431056,0.005373157560825348,0.489501953125
215.98,854,2957,591,1748992,-27.43837556,0.2928681231802329,0.24554498493671417,0.2,0.0003,0.8974737226963043,8530,-9.67414665222168,-0.014877520114532672,0.08888998627662659,3.057995193451643,0.1693093,0.1149173155426979,0.484423828125
211.37,855,2961,591,1751040,-27.172126870000003,0.31928739439463244,-0.06273506581783295,0.2,0.0003,0.9162911921739578,8540,-10.661226272583008,-0.013147204048436834,0.08836182206869125,3.071149979531765,0.17632118,0.14092442393302917,0.511328125
212.37,856,2964,591,1753088,-27.276636889999995,0.23387040654197336,-0.01717771217226982,0.2,0.0003,0.9343250095844269,8550,-11.211106300354004,-0.008929969019663985,0.08818403631448746,3.082926218956709,0.12189859,-0.01993279531598091,0.514208984375
212.21,857,2967,591,1755136,-27.601514800000004,0.17491906512295827,0.10816510021686554,0.2,0.0003,0.9625676162540913,8560,-10.376346588134766,-0.011219486534537281,0.08793444186449051,3.086576075851917,0.112277046,0.07824200391769409,0.507421875
213.48,858,2971,591,1757184,-27.49710316,0.25309197687311097,-0.05490165576338768,0.2,0.0003,0.9278474375605583,8570,-11.178231239318848,-0.010661762821837329,0.08792255073785782,3.0898197263479235,0.12107046,0.06071710214018822,0.4935546875
212.32,859,2974,591,1759232,-27.791989440000005,0.31644515679217877,0.2035074234008789,0.2,0.0003,0.9442761018872261,8580,-10.59416389465332,-0.014278896174801048,0.08847632259130478,3.0861112527549266,0.09579566,0.028577912598848343,0.473779296875
206.48,860,2978,591,1761280,-27.385749699999998,0.33765837375540286,-0.02574838325381279,0.2,0.0003,0.9288472458720207,8590,-11.559943199157715,-0.005369742565380875,0.08907852321863174,3.063604258745909,0.13086058,0.06945672631263733,0.5181640625
206.8,861,2981,591,1763328,-27.120734199999998,0.3966649922309443,-0.4100079834461212,0.2,0.0003,0.8737362921237946,8600,-10.78874397277832,-0.015543649207393173,0.08796975761651993,3.067318730801344,0.1303527,0.049199797213077545,0.502587890625
204.67,862,2985,591,1765376,-27.288069229999998,0.23527805188205092,0.23073849081993103,0.2,0.0003,0.9035508632659912,8610,-10.128232955932617,-0.015448527000262401,0.08756926655769348,3.097977823019028,0.12345371,0.002896074205636978,0.518017578125
201.68,863,2988,591,1767424,-27.357584260000003,0.42252918900921943,-0.5200251340866089,0.2,0.0003,0.871957316994667,8620,-11.944341659545898,-0.01909091730340151,0.08688408136367798,3.111611694842577,0.12513097,0.08911576867103577,0.474755859375
199.54,864,2992,591,1769472,-27.439005789999996,0.3714622542494908,0.1681911200284958,0.2,0.0003,0.8448217511177063,8630,-12.170699119567871,-0.012083745254494715,0.086020827293396,3.137111733853817,0.20207438,0.022205878049135208,0.510693359375
201.41,865,2995,591,1771520,-27.40891335,0.19374616622226312,0.07535696029663086,0.2,0.0003,0.9503725543618202,8640,-11.078454971313477,-0.014721445368195418,0.08725956082344055,3.130769344419241,0.12753846,0.008021429181098938,0.499609375
201.07,866,2998,591,1773568,-27.356195229999997,0.1873685360653326,0.5490331649780273,0.2,0.0003,0.9486592262983322,8650,-10.978683471679688,-0.0035316438472364096,0.08695044368505478,3.12339803352952,0.094690874,0.050989117473363876,0.49560546875
196.6,867,3002,591,1775616,-26.558109649999995,0.3151824431726709,-0.005752004683017731,0.2,0.0003,0.9310439378023148,8660,-10.41257095336914,-0.005714622668165248,0.08692816644906998,3.132099652290344,0.12812607,0.06929083913564682,0.515185546875
194.29,868,3005,591,1777664,-26.323799110000003,0.3738493946613744,0.11531014740467072,0.2,0.0003,0.91708043217659,8670,-9.770057678222656,-0.006903701079136226,0.08751549571752548,3.1205388613045217,0.08574018,0.09285938739776611,0.484912109375
193.8,869,3009,591,1779712,-26.467369750000003,0.30871604359708726,-0.13993676006793976,0.2,0.0003,0.926323838531971,8680,-11.435308456420898,-0.010487126155203442,0.08786483854055405,3.1048080027103424,0.117261976,0.12291266024112701,0.50546875
195.35,870,3012,591,1781760,-26.79637115,0.27142872483236713,-0.136485755443573,0.2,0.0003,0.9243080392479897,8690,-10.902519226074219,-0.010030772871687077,0.08799467235803604,3.0985911481082438,0.1153695,0.0028474219143390656,0.504541015625
195.51,871,3016,591,1783808,-26.750008139999995,0.3992252715164796,0.015615275129675865,0.2,0.0003,0.9278152361512184,8700,-11.833759307861328,-0.011263070082350168,0.08820714801549911,3.0907339952886104,0.11378907,0.11509692668914795,0.5361328125
193.07,872,3019,591,1785856,-26.508584799999998,0.25703075909987094,-0.04449992999434471,0.2,0.0003,0.9146060571074486,8710,-12.697785377502441,-0.0030780964349105488,0.0885353684425354,3.0847744531929493,0.15079074,0.05800292640924454,0.531787109375
190.01,873,3023,591,1787904,-26.570398649999998,0.3919559214031324,-0.1878749430179596,0.2,0.0003,0.9260196387767792,8720,-10.123062133789062,-0.009629996329022106,0.08872362971305847,3.0792962446808816,0.123905405,0.10364458709955215,0.50751953125
191.78,874,3026,591,1789952,-27.19662622,0.36842547156848016,-0.4569116234779358,0.2,0.0003,0.9226677641272545,8730,-12.246350288391113,-0.020366725373605732,0.08907532691955566,3.069568771123886,0.14609787,0.12783746421337128,0.483837890625
188.63,875,3030,591,1792000,-27.393022440000003,0.3291078558890149,0.1983852982521057,0.2,0.0003,0.9310788363218307,8740,-12.049777030944824,0.003559287813550327,0.08915599435567856,3.066922256350517,0.1360303,0.006816290318965912,0.50986328125
188.67,876,3033,591,1794048,-27.64364736,0.35709651010110977,0.1335342824459076,0.2,0.0003,0.9246501103043556,8750,-12.776927947998047,-0.008460473435116,0.0888165608048439,3.0607418559491633,0.21622057,0.03950930014252663,0.507373046875
193.03,877,3036,591,1796096,-27.956429559999997,0.23716322105610743,-0.09298699349164963,0.2,0.0003,0.9433161877095699,8760,-11.216503143310547,-0.016195103411155286,0.08970078080892563,3.051899779587984,0.105947465,0.02692379802465439,0.49931640625
193.24,878,3040,591,1798144,-27.94944463,0.34298021215945484,0.16107812523841858,0.2,0.0003,0.9104129150509834,8770,-11.22245979309082,-0.011586537674884313,0.08937487006187439,3.049006313085556,0.13233405,0.03285695239901543,0.510986328125
