time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/advantages,train/std,train/entropy_loss,train/loss,train/returns,train/value_loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction
337920,4716,71,165,-21.18933544,102.0,-0.01349803124758182,0.0,1.4051847457885742,0.9676650166511536,-5.573098456859588,5.753137588500977,-10.480602264404297,11.030247920751572,0.2,1640,0.011543852,0.0003,0.15068359375
339968,4745,71,166,-19.95395208,102.0,-0.011199616799422074,0.0,0.44390225410461426,0.9598093032836914,-5.525088556110859,3.358856201171875,-10.487154960632324,9.17173906415701,0.2,1650,0.01111793,0.0003,0.115673828125
342016,4773,71,167,-19.28722781,102.0,-0.008830594422761351,0.0,0.7800027132034302,0.952997624874115,-5.496200609207153,4.16260290145874,-9.202521324157715,7.675449088960886,0.2,1660,0.0103408955,0.0003,0.11328125
344064,4801,71,168,-20.435048500000004,102.0,-0.01123343242215924,0.0,0.07118579745292664,0.949032187461853,-5.472238193452358,1.6245027780532837,-9.090579986572266,6.981044930964709,0.2,1670,0.00924976,0.0003,0.112646484375
346112,4829,71,169,-19.587958870000005,102.0,-0.008241490028740372,-1.1920928955078125e-07,0.08932594954967499,0.9474976062774658,-5.462825237214565,22.402355194091797,-8.696228981018066,62.26046359613538,0.2,1680,0.0073620835,0.0003,0.05322265625
348160,4857,71,170,-18.7991302,102.0,-0.01143493452545954,0.0,0.9296094179153442,0.9428590536117554,-5.448672868311405,4.155143737792969,-8.896980285644531,7.368580131977796,0.2,1690,0.012889506,0.0003,0.1126953125
350208,4886,71,171,-18.069679819999998,102.0,-0.011056140407163184,0.0,1.3720327615737915,0.932049572467804,-5.412925763428211,4.004014492034912,-7.502120018005371,5.669707692414522,0.2,1700,0.011329707,0.0003,0.111962890625
352256,4914,71,172,-17.23062872,102.0,-0.0067653182268259116,0.0,0.9460422992706299,0.9191431403160095,-5.362556543946266,2.7856733798980713,-7.145527362823486,4.969266576319933,0.2,1710,0.0083678765,0.0003,0.085009765625
354304,4942,71,173,-14.224684940000001,102.0,-0.007026819974998944,0.0,0.1202877014875412,0.9195272922515869,-5.335103744268418,1.722869873046875,-7.24493932723999,4.034613775834441,0.2,1720,0.008637203,0.0003,0.089111328125
356352,4970,71,174,-13.458997759999999,102.0,-0.011778396170120687,0.0,0.5879148840904236,0.912479817867279,-5.318915234506131,1.5221344232559204,-6.242941856384277,3.5674809563905,0.2,1730,0.012880165,0.0003,0.136474609375
358400,4998,71,175,-12.88369862,102.0,-0.006713823322206736,-1.1920928955078125e-07,0.2524104714393616,0.9087955951690674,-5.296796077489853,1.4356180429458618,-6.009040832519531,3.104903590679169,0.2,1740,0.008948922,0.0003,0.0998046875
360448,5026,71,176,-12.56010621,102.0,-0.010276578690536553,0.0,0.15472108125686646,0.897311270236969,-5.261202213168144,1.0827966928482056,-5.6965131759643555,2.6915587704628705,0.2,1750,0.009715792,0.0003,0.118017578125
362496,5055,71,177,-12.278411369999997,102.0,-0.0048819982141139915,0.0,0.04628158360719681,0.8870295286178589,-5.214258021116256,0.9542805552482605,-5.4913129806518555,2.489264317974448,0.2,1760,0.007609112,0.0003,0.087158203125
364544,5083,71,178,-12.109637440000002,102.0,-0.01003119278466329,1.1920928955078125e-07,-0.05629514902830124,0.8756157159805298,-5.162876729667187,1.2009732723236084,-5.412993431091309,2.6094271186739206,0.2,1770,0.010553583,0.0003,0.1189453125
366592,5111,71,179,-11.985048519999998,102.0,-0.007320314506796421,1.1920928955078125e-07,0.4430241286754608,0.8680367469787598,-5.122093269228936,1.5288333892822266,-4.865212440490723,2.2597304187715053,0.2,1780,0.007947357,0.0003,0.0923828125
368640,5139,71,180,-11.71567329,102.0,-0.005491655152582098,-1.1920928955078125e-07,0.13627099990844727,0.8577240705490112,-5.080208313465119,1.0544662475585938,-4.974167823791504,2.2918060306459664,0.2,1790,0.006630052,0.0003,0.078125
370688,5167,71,181,-11.291160279999996,102.0,-0.008554033403925132,0.0,0.2426328957080841,0.8491374254226685,-5.033049066364765,0.819675087928772,-4.714034557342529,2.0929378414526583,0.2,1800,0.011066715,0.0003,0.10009765625
372736,5196,71,182,-10.70240279,102.0,-0.009553120292548557,0.0,0.15024800598621368,0.8451322317123413,-5.005191330611706,0.9802334308624268,-4.570497989654541,1.8269636664539575,0.2,1810,0.010743495,0.0003,0.12158203125
374784,5224,71,183,-10.491767040000003,102.0,-0.005603157329460373,0.0,0.019819438457489014,0.8376966714859009,-4.980966696143151,0.7975464463233948,-4.43012809753418,1.6857036251574755,0.2,1820,0.00945703,0.0003,0.096630859375
376832,5252,71,184,-10.11911849,102.0,-0.009058099469984881,0.0,0.09402118623256683,0.8337199687957764,-4.951381403207779,0.7276487350463867,-4.088241100311279,1.6278316151350736,0.2,1830,0.008345146,0.0003,0.102587890625
378880,5280,71,185,-9.774370859999998,102.0,-0.009858659123710822,5.960464477539063e-08,-0.012440312653779984,0.8278133273124695,-4.930926196277142,0.6145710349082947,-4.1459784507751465,1.6227528987452389,0.2,1840,0.011453016,0.0003,0.11435546875
380928,5308,71,186,-9.54239364,102.0,-0.011977499580825678,0.0,0.012125559151172638,0.8230880498886108,-4.90296348631382,0.6830880045890808,-3.9771881103515625,1.4133726857602595,0.2,1850,0.010939747,0.0003,0.136083984375
382976,5337,71,187,-9.31930775,102.0,-0.008609987210365943,0.0,0.22559896111488342,0.8131812810897827,-4.862508511543274,0.754400908946991,-3.510417938232422,1.3532540265470743,0.2,1860,0.010036316,0.0003,0.109423828125
385024,5365,71,188,-8.89823153,102.0,-0.006785328449768713,-1.1920928955078125e-07,0.12396914511919022,0.8111386895179749,-4.83959930986166,0.6924682855606079,-3.467691421508789,1.1862921101972461,0.2,1870,0.009075448,0.0003,0.08447265625
387072,5393,71,189,-8.57542327,102.0,-0.01103240128577454,0.0,0.12285251170396805,0.7985525131225586,-4.798203441500664,0.4233296811580658,-3.3511605262756348,1.0995803657919168,0.2,1880,0.012371711,0.0003,0.1291015625
389120,5421,71,190,-8.397954120000001,102.0,-0.010540975740150315,0.0,0.029155125841498375,0.7962947487831116,-4.765641725063324,0.3686995506286621,-3.2982890605926514,0.986661658808589,0.2,1890,0.0113803055,0.0003,0.123486328125
391168,5449,71,191,-8.201663490000001,102.0,-0.009097820264287293,0.0,-0.0209036897867918,0.7955037951469421,-4.757217971980571,0.31086358428001404,-3.2327866554260254,0.9332095160149038,0.2,1900,0.008733494,0.0003,0.099755859375
393216,5478,71,192,-8.0492226,102.0,-0.009840552631067112,0.0,-0.04355274885892868,0.792639970779419,-4.750738137960434,0.5202475190162659,-3.209414005279541,0.9634082386270165,0.2,1910,0.011254065,0.0003,0.125634765625
395264,5506,71,193,-8.03086143,102.0,-0.008372442705149297,0.0,0.1736154854297638,0.7933356761932373,-4.743258811533451,0.5814761519432068,-2.9868738651275635,0.9670894398353994,0.2,1920,0.008549339,0.0003,0.09541015625
397312,5534,71,194,-7.90678708,102.0,-0.004652333409467246,0.0,-0.025041740387678146,0.7883239984512329,-4.729412078857422,0.5263060927391052,-3.1255300045013428,0.9407342048361897,0.2,1930,0.009381795,0.0003,0.086865234375
399360,5562,71,195,-7.7712476200000005,102.0,-0.009035558821051382,0.0,0.025434749200940132,0.7772746086120605,-4.692177514731884,0.3468143939971924,-3.00744891166687,0.8598857461474836,0.2,1940,0.010899579,0.0003,0.108203125
401408,5590,71,196,-7.604138740000001,102.0,-0.006647264542698395,0.0,0.03641422092914581,0.7615950107574463,-4.621685771644115,0.31663376092910767,-2.902918577194214,0.823549191839993,0.2,1950,0.011515395,0.0003,0.105615234375
403456,5619,71,197,-7.53551493,102.0,-0.010930900803941768,0.0,-0.010050632990896702,0.7543498277664185,-4.5594602689147,0.33371707797050476,-2.8330929279327393,0.8118323121219874,0.2,1960,0.011570711,0.0003,0.13564453125
405504,5647,71,198,-7.398258799999999,102.0,-0.004676642034610268,0.0,0.15627233684062958,0.7550739645957947,-4.549670770764351,0.3583187758922577,-2.583988666534424,0.8026916094124317,0.2,1970,0.0075410893,0.0003,0.093896484375
407552,5675,71,199,-7.243725939999999,102.0,-0.011245740218146238,-1.1920928955078125e-07,0.11266021430492401,0.7505956888198853,-4.53485042899847,0.44117119908332825,-2.5778467655181885,0.804295586515218,0.2,1980,0.010380346,0.0003,0.117724609375
409600,5703,71,200,-7.136145899999999,102.0,-0.006520910958352033,-1.1920928955078125e-07,-0.0011368021368980408,0.7473516464233398,-4.516350819170475,0.18438708782196045,-2.6157684326171875,0.6431041029281914,0.2,1990,0.007037634,0.0003,0.093701171875
411648,5731,71,201,-7.01088976,102.0,-0.010773572059406433,-1.1920928955078125e-07,-0.05463821440935135,0.73941570520401,-4.483272854983807,0.17798593640327454,-2.6058390140533447,0.6863404555246234,0.2,2000,0.011637747,0.0003,0.129052734375
413696,5759,71,202,-6.779913650000001,102.0,-0.009738616326649208,0.0,0.03621389716863632,0.7366478443145752,-4.456394448876381,0.30754825472831726,-2.4492838382720947,0.6612217063084245,0.2,2010,0.011548346,0.0003,0.155810546875
415744,5787,71,203,-6.52134007,102.0,-0.010663236696564127,0.0,0.12100158631801605,0.7301076650619507,-4.431932084262371,0.30939781665802,-2.3383164405822754,0.5931976304389537,0.2,2020,0.012734981,0.0003,0.134375
417792,5815,71,204,-6.295484069999997,102.0,-0.008984234866511542,0.0,-0.1565629243850708,0.7242080569267273,-4.397186747193336,0.17645370960235596,-2.4906134605407715,0.5393191028386355,0.2,2030,0.009914115,0.0003,0.114404296875
419840,5843,71,205,-6.052451919999999,102.0,-0.00860022282358841,-1.1920928955078125e-07,0.1458490490913391,0.7184480428695679,-4.364035977423191,0.3594933748245239,-2.1648380756378174,0.5273873061873019,0.2,2040,0.009642086,0.0003,0.121484375
421888,5870,71,206,-5.921847819999999,102.0,-0.010866631518001667,0.0,0.11517336964607239,0.7161044478416443,-4.343560457229614,0.358113557100296,-2.051254987716675,0.49374585384503006,0.2,2050,0.011982558,0.0003,0.14228515625
423936,5898,71,207,-5.88325704,102.0,-0.006747258100222098,0.0,0.03100614622235298,0.716494083404541,-4.341681841015816,0.24292419850826263,-2.0644583702087402,0.4938234898261726,0.2,2060,0.009310709,0.0003,0.092724609375
425984,5926,71,208,-5.75731267,102.0,-0.008663595502002863,0.0,0.15431898832321167,0.7080473303794861,-4.315480378270149,0.272640198469162,-1.9063913822174072,0.45435628490522506,0.2,2070,0.010330817,0.0003,0.108154296875
428032,5954,71,209,-5.7919309299999995,102.0,-0.008222225746430922,0.0,0.10040446370840073,0.700430691242218,-4.268723806738853,0.21005234122276306,-1.9089972972869873,0.4204225666355342,0.2,2080,0.012402859,0.0003,0.11181640625
430080,5982,71,210,-5.719282769999999,102.0,-0.010011970670893789,0.0,0.012965904548764229,0.6916272640228271,-4.220581020414829,0.166434645652771,-1.9768033027648926,0.46161184371449054,0.2,2090,0.015572527,0.0003,0.150537109375
432128,6009,71,211,-5.615042290000002,102.0,-0.005980701130465604,0.0,0.1228373795747757,0.6870973706245422,-4.184503681957722,0.27486005425453186,-1.831979751586914,0.3769451329484582,0.2,2100,0.011098252,0.0003,0.11806640625
434176,6037,71,212,-5.4942777000000005,102.0,-0.007490813259937568,0.0,0.1743037849664688,0.6872720718383789,-4.173694105446339,0.19395984709262848,-1.7044641971588135,0.41376411740202457,0.2,2110,0.010153883,0.0003,0.1091796875
436224,6065,71,213,-5.4761733800000005,102.0,-0.008887652012344916,0.0,0.13548643887043,0.6775587201118469,-4.1444341242313385,0.19685307145118713,-1.6924026012420654,0.3974851569160819,0.2,2120,0.011038496,0.0003,0.132568359375
438272,6093,71,214,-5.374857899999999,102.0,-0.006524576972879004,0.0,0.16654758155345917,0.6702423095703125,-4.0930953785777096,0.2158743441104889,-1.6521472930908203,0.3904032471589744,0.2,2130,0.0089019,0.0003,0.1
440320,6121,71,215,-5.37021958,102.0,-0.007369979361828882,0.0,-0.17571836709976196,0.6662339568138123,-4.061293831467628,0.25304579734802246,-1.9784557819366455,0.39564581774175167,0.2,2140,0.009721906,0.0003,0.1185546875
442368,6149,71,216,-5.271562150000002,102.0,-0.007706734130624682,0.0,-0.06486262381076813,0.6701103448867798,-4.062070052325725,0.20542174577713013,-1.8697811365127563,0.3899619734380394,0.2,2150,0.011837779,0.0003,0.138330078125
444416,6177,71,217,-5.2111243400000005,102.0,-0.010076658404432236,0.0,0.032721251249313354,0.6648073792457581,-4.057300673425198,0.2243344783782959,-1.7456434965133667,0.35213478240184487,0.2,2160,0.012826333,0.0003,0.125927734375
446464,6204,71,218,-5.1289251799999995,102.0,-0.008660664007766172,0.0,-0.05263110622763634,0.6601701378822327,-4.020982000231743,0.16420137882232666,-1.8083566427230835,0.35580094079487024,0.2,2170,0.011998434,0.0003,0.14248046875
448512,6232,71,219,-5.06167243,102.0,-0.010875900110113435,0.0,0.054575227200984955,0.6562544107437134,-3.994887696951628,0.19542255997657776,-1.6910597085952759,0.34233018741942944,0.2,2180,0.013090904,0.0003,0.125244140625
450560,6260,71,220,-4.969248740000001,102.0,-0.008163035711913836,0.0,-0.0060807205736637115,0.6519049406051636,-3.9705285154283048,0.12116122990846634,-1.7319834232330322,0.3610872693359852,0.2,2190,0.012128234,0.0003,0.14873046875
452608,6288,71,221,-4.93919517,102.0,-0.007408438935817685,0.0,0.0198981836438179,0.6492705941200256,-3.949141688644886,0.15876680612564087,-1.6870360374450684,0.3272764960769564,0.2,2200,0.010172635,0.0003,0.133544921875
454656,6315,71,222,-4.89147329,102.0,-0.0054782788574812,0.0,-0.0007116012275218964,0.6446037292480469,-3.9284772291779517,0.1642339825630188,-1.6531790494918823,0.317664281418547,0.2,2210,0.012811513,0.0003,0.134130859375
456704,6343,71,223,-4.8894829500000005,102.0,-0.006708412410807796,0.0,0.028375552967190742,0.6387918591499329,-3.8919647887349127,0.155931293964386,-1.6017258167266846,0.3043822162318975,0.2,2220,0.009788912,0.0003,0.11572265625
458752,6371,72,224,-4.891360629999999,102.0,-0.010586401785258204,0.0,0.05315331369638443,0.63512122631073,-3.8661316476762293,0.1346389353275299,-1.5565619468688965,0.3191318052820861,0.2,2230,0.017297022,0.0003,0.152294921875
460800,6399,72,225,-4.82922086,102.0,-0.010295550778391772,0.0,0.00201541930437088,0.6273351907730103,-3.823887262493372,0.18376728892326355,-1.6239264011383057,0.33553589968942105,0.2,2240,0.014358069,0.0003,0.15673828125
462848,6427,72,226,-4.7570843300000005,102.0,-0.008656404992507305,0.0,0.10966435074806213,0.6250362992286682,-3.7954683780670164,0.2003694772720337,-1.5276209115982056,0.2682005999144167,0.2,2250,0.011589293,0.0003,0.123681640625
464896,6455,72,227,-4.72991295,102.0,-0.009285105085291434,-1.1920928955078125e-07,0.05957625061273575,0.6204725503921509,-3.771359356492758,0.09621521830558777,-1.4760963916778564,0.28019309756346045,0.2,2260,0.012411629,0.0003,0.140869140625
466944,6483,72,228,-4.5986535900000005,102.0,-0.005008436209027423,0.0,-0.0647091269493103,0.6159370541572571,-3.7430767521262167,0.1150597557425499,-1.5391510725021362,0.2875943429768085,0.2,2270,0.0077935164,0.0003,0.096630859375
468992,6511,72,229,-4.44323113,102.0,-0.008570326963672414,0.0,-0.035889968276023865,0.6058685779571533,-3.6948254965245724,0.10749971121549606,-1.5316972732543945,0.2635562579147518,0.2,2280,0.0125960745,0.0003,0.146484375
471040,6539,72,230,-4.40595018,102.0,-0.011169993206567596,0.0,0.07930277287960052,0.6010313034057617,-3.6473745979368686,0.13794243335723877,-1.3929722309112549,0.2561058446764946,0.2,2290,0.013731889,0.0003,0.17646484375
473088,6567,72,231,-4.30038085,102.0,-0.007170591507747304,0.0,0.07377201318740845,0.59880131483078,-3.627345857769251,0.10580793768167496,-1.3255112171173096,0.2496507558040321,0.2,2300,0.013652801,0.0003,0.118896484375
475136,6595,72,232,-4.19841885,102.0,-0.005810813177231466,0.0,-0.019321441650390625,0.5981096029281616,-3.6198407016694545,0.07665667682886124,-1.388268232345581,0.21426489769946783,0.2,2310,0.01295677,0.0003,0.136328125
477184,6624,72,233,-4.1573232,102.0,-0.006931290718057426,0.0,0.07550579309463501,0.5906553864479065,-3.5864685378968715,0.09521808475255966,-1.2421778440475464,0.21090046972967685,0.2,2320,0.01264361,0.0003,0.13388671875
479232,6652,72,234,-4.13784506,102.0,-0.004526497851475142,0.0,-0.016136953607201576,0.5849834680557251,-3.545977036654949,0.0782310739159584,-1.3094615936279297,0.20258675497025252,0.2,2330,0.0109629445,0.0003,0.106591796875
481280,6680,72,235,-4.098582920000001,102.0,-0.009357777831610292,0.0,-0.01136672031134367,0.5768049955368042,-3.495730717480183,0.1178589016199112,-1.2645611763000488,0.2083467973396182,0.2,2340,0.011910081,0.0003,0.145556640625
483328,6708,72,236,-4.10034433,102.0,-0.006798089620133396,-1.1920928955078125e-07,0.012107484973967075,0.5720734000205994,-3.452860194444656,0.06605546176433563,-1.2761988639831543,0.19499392765574158,0.2,2350,0.010549428,0.0003,0.125244140625
485376,6736,72,237,-4.08588507,102.0,-0.01047356121998746,0.0,0.06156410276889801,0.5679749250411987,-3.4230711206793787,0.0897589921951294,-1.1893260478973389,0.19346177568659187,0.2,2360,0.013161471,0.0003,0.157861328125
487424,6764,72,238,-4.0153107199999996,102.0,-0.004286630506976507,5.960464477539063e-08,0.027603868395090103,0.5674772262573242,-3.404146269708872,0.04829347878694534,-1.161025047302246,0.184157269843854,0.2,2370,0.00920148,0.0003,0.132470703125
489472,6793,72,239,-3.9770554399999996,102.0,-0.005599863942188676,0.0,0.010933561250567436,0.5627055168151855,-3.3882818542420865,0.07569136470556259,-1.1519594192504883,0.17079840821679682,0.2,2380,0.010831827,0.0003,0.13095703125
491520,6821,72,240,-3.95533419,102.0,-0.005006298184162006,5.960464477539063e-08,-0.004405429121106863,0.5635413527488708,-3.373508394509554,0.0553702712059021,-1.1414477825164795,0.17598065419588238,0.2,2390,0.0069373497,0.0003,0.12529296875
493568,6849,72,241,-3.922190539999999,102.0,-0.007848748016840545,-1.1920928955078125e-07,-0.03707996755838394,0.5606423616409302,-3.366289259493351,0.10449584573507309,-1.2017276287078857,0.17898750617168843,0.2,2400,0.010392192,0.0003,0.139208984375
495616,6877,72,242,-3.84067835,102.0,-0.007873562267195666,-1.1920928955078125e-07,0.016428299248218536,0.5552388429641724,-3.3359038338065146,0.08000314235687256,-1.142836093902588,0.17766364158596842,0.2,2410,0.013991385,0.0003,0.161328125
497664,6905,72,243,-3.8592370799999998,102.0,-0.008513066529121715,0.0,-0.009818553924560547,0.5509470701217651,-3.302581652253866,0.03270379453897476,-1.1845219135284424,0.1610260846093297,0.2,2420,0.012830922,0.0003,0.137939453125
499712,6934,72,244,-3.7886277900000005,102.0,-0.006250468794314656,0.0,0.1452602744102478,0.5445244312286377,-3.2631524831056593,0.08816102892160416,-1.0070403814315796,0.17329205193091185,0.2,2430,0.012383677,0.0003,0.13203125
501760,6962,72,245,-3.7570464000000006,102.0,-0.007205693020659964,0.0,0.06743346154689789,0.5416513085365295,-3.228813194483519,0.09443849325180054,-1.12578547000885,0.16725664744153618,0.2,2440,0.012032248,0.0003,0.142919921875
503808,6990,72,246,-3.71634241,102.0,-0.0032926535481237807,0.0,0.009524629451334476,0.5374072790145874,-3.202410851418972,0.08247920870780945,-1.1881725788116455,0.17882558207493277,0.2,2450,0.01129608,0.0003,0.12177734375
505856,7018,72,247,-3.7346159199999995,102.0,-0.00434027142036939,0.0,0.03182757645845413,0.5339512825012207,-3.1712290942668915,0.05198023095726967,-1.1169523000717163,0.16390596017008646,0.2,2460,0.009693903,0.0003,0.115869140625
507904,7046,72,248,-3.7240202,102.0,-0.0060468830357422124,0.0,0.02221621572971344,0.5342106223106384,-3.1610894605517386,0.0420306921005249,-1.116148829460144,0.16077339742332697,0.2,2470,0.014197144,0.0003,0.15625
509952,7075,72,249,-3.72487436,102.0,-0.008696211726783077,0.0,0.07926223427057266,0.53778475522995,-3.17653915733099,0.07667727768421173,-1.0673693418502808,0.17883902245666833,0.2,2480,0.017254552,0.0003,0.176025390625
512000,7103,72,250,-3.71581158,102.0,-0.009794371160387528,1.1920928955078125e-07,0.06002211570739746,0.5366503596305847,-3.181815029680729,0.12069270759820938,-1.0820175409317017,0.16563979572383686,0.2,2490,0.015013209,0.0003,0.16123046875
514048,7131,72,251,-3.728706420000001,102.0,-0.0031105067195312587,0.0,-0.043457452207803726,0.5353090763092041,-3.173872036486864,0.07598142325878143,-1.1516749858856201,0.16847651111893355,0.2,2500,0.01034347,0.0003,0.121875
516096,7159,72,252,-3.73864495,102.0,-0.00990994713793043,0.0,0.009261956438422203,0.5292446613311768,-3.148025703430176,0.029599688947200775,-1.1125668287277222,0.16658054802101105,0.2,2510,0.012968976,0.0003,0.17314453125
518144,7187,72,253,-3.71969378,102.0,-0.008579807534988503,0.0,-0.008795425295829773,0.5259922742843628,-3.1133718103170396,0.09695754945278168,-1.1279102563858032,0.1832263973308727,0.2,2520,0.015903186,0.0003,0.17158203125
520192,7216,72,254,-3.7057585299999998,102.0,-0.007434150413610041,0.0,-0.00565107399597764,0.5267632603645325,-3.1031090930104255,0.048726849257946014,-1.177086591720581,0.17455039474880324,0.2,2530,0.011573287,0.0003,0.12763671875
522240,7244,72,255,-3.71335466,102.0,-0.00445276245882269,-1.1920928955078125e-07,-0.00531101506203413,0.5249996781349182,-3.0954635098576544,0.1224668025970459,-1.155913233757019,0.1647388942539692,0.2,2540,0.015672024,0.0003,0.15478515625
524288,7272,72,256,-3.7262366099999995,102.0,-0.009961455833399668,0.0,-0.029757902026176453,0.5254396796226501,-3.0898153565824034,0.0742771103978157,-1.154687762260437,0.16413844539783895,0.2,2550,0.014985602,0.0003,0.158740234375
526336,7300,72,257,-3.6872617700000005,102.0,-0.0038800957845523953,-1.1920928955078125e-07,0.02944718860089779,0.5187590718269348,-3.0630372114479543,0.08968810737133026,-1.0605591535568237,0.15958440105896443,0.2,2560,0.010117897,0.0003,0.13671875
528384,7329,72,258,-3.6450978199999997,102.0,-0.007801091468718368,0.0,0.031305041164159775,0.5150982141494751,-3.025167066603899,0.06184445321559906,-1.074376106262207,0.15039831052999944,0.2,2570,0.012559755,0.0003,0.142822265625
530432,7357,72,259,-3.6365602700000004,102.0,-0.006602442763687577,0.0,-0.012452756986021996,0.5111820697784424,-2.99214204326272,0.08247670531272888,-1.0710622072219849,0.14987627225928007,0.2,2580,0.010811056,0.0003,0.144091796875
532480,7385,72,260,-3.5752045100000003,102.0,-0.007520216822013026,1.1920928955078125e-07,0.00023971684277057648,0.507100522518158,-2.9606507323682307,0.06255023181438446,-1.0684984922409058,0.1655024470994249,0.2,2590,0.0151633965,0.0003,0.1388671875
534528,7413,72,261,-3.5295247200000004,102.0,-0.005371901270700618,0.0,-0.0013290396891534328,0.5034646987915039,-2.9294206634163857,0.09430588036775589,-1.0416147708892822,0.14272478215862067,0.2,2600,0.011941097,0.0003,0.1357421875
536576,7441,72,262,-3.50669942,102.0,-0.004269378044409677,0.0,0.0395873486995697,0.5013723969459534,-2.909243354946375,0.04685507342219353,-0.9624939560890198,0.14551213518716394,0.2,2610,0.013317203,0.0003,0.151953125
538624,7469,72,263,-3.51256487,102.0,-0.0037073838262585922,-1.1920928955078125e-07,0.01724129356443882,0.4983186423778534,-2.8857207126915454,0.0474424846470356,-0.9589908123016357,0.14124377153348178,0.2,2620,0.009693473,0.0003,0.12802734375
540672,7497,72,264,-3.48883189,102.0,-0.008687386081146543,-1.1920928955078125e-07,-0.08440674841403961,0.492118239402771,-2.846917899698019,0.10502071678638458,-1.0959059000015259,0.1341326686902903,0.2,2630,0.013965847,0.0003,0.16748046875
542720,7525,72,265,-3.48654344,102.0,-0.007236054344684817,0.0,0.04523707181215286,0.48622679710388184,-2.798831593990326,0.09682649374008179,-0.9737050533294678,0.1435345470905304,0.2,2640,0.013537957,0.0003,0.170068359375
544768,7553,72,266,-3.46096141,102.0,-0.0072757766742142845,0.0,0.049620598554611206,0.47908714413642883,-2.7457412399351595,0.07337761670351028,-0.9617274403572083,0.1375695033930242,0.2,2650,0.012700133,0.0003,0.15849609375
546816,7581,72,267,-3.429792370000001,102.0,-0.007188303752627689,0.0,0.05284380540251732,0.47244733572006226,-2.688093850761652,0.029164575040340424,-0.9663442969322205,0.13899056375958024,0.2,2660,0.015577907,0.0003,0.140966796875
548864,7609,72,268,-3.37749328,102.0,-0.005733920096099609,0.0,-0.0017148840706795454,0.46986111998558044,-2.6499560549855232,0.05007532984018326,-1.0136606693267822,0.13091009681811555,0.2,2670,0.010977819,0.0003,0.16728515625
550912,7636,72,269,-3.3382202299999992,102.0,-0.011234925940516404,0.0,0.010205138474702835,0.4642178416252136,-2.609181247651577,0.0801977813243866,-0.965860903263092,0.12677000248804687,0.2,2680,0.016115587,0.0003,0.177197265625
552960,7664,72,270,-3.31238339,102.0,-0.008671346942719538,0.0,0.017759867012500763,0.46859776973724365,-2.6059904359281063,0.07054299116134644,-0.9281591176986694,0.12608487802790477,0.2,2690,0.01342485,0.0003,0.1658203125
555008,7692,72,271,-3.28961703,102.0,-0.006196973158512265,0.0,-0.07976024597883224,0.4622111916542053,-2.5937152326107027,0.03815675526857376,-1.0070568323135376,0.12724078830797225,0.2,2700,0.014391327,0.0003,0.15283203125
557056,7720,72,272,-3.2498653099999997,102.0,-0.005599994909425731,0.0,0.09006257355213165,0.4604474902153015,-2.557924155890942,0.0516672246158123,-0.8244107365608215,0.12231407030485571,0.2,2710,0.011664253,0.0003,0.139697265625
559104,7748,72,273,-3.2267388599999998,102.0,-0.00442029523619567,0.0,-0.0017976034432649612,0.4578790068626404,-2.53769371509552,0.029342152178287506,-0.9210812449455261,0.12061141706071794,0.2,2720,0.012535846,0.0003,0.138623046875
561152,7775,72,274,-3.2145992299999993,102.0,-0.005741666867106687,0.0,-0.0004929248243570328,0.4556080102920532,-2.518446708470583,0.022208664566278458,-0.9340665340423584,0.11670257394434884,0.2,2730,0.011745929,0.0003,0.149658203125
563200,7803,72,275,-3.18649013,102.0,-0.005923537566559389,0.0,-0.024264631792902946,0.455676794052124,-2.5058242432773112,0.03496565297245979,-0.9143808484077454,0.11985471080988645,0.2,2740,0.01231511,0.0003,0.158935546875
565248,7831,72,276,-3.1677999300000006,102.0,-0.007811749281245284,-1.1920928955078125e-07,0.050623856484889984,0.45358186960220337,-2.4958676427602766,0.04825311899185181,-0.8949956893920898,0.12482060329057276,0.2,2750,0.013177892,0.0003,0.146875
567296,7859,72,277,-3.1959058300000005,102.0,-0.005245204403036041,0.0,0.09290233254432678,0.4517998993396759,-2.4784428156912326,0.04530491307377815,-0.837507963180542,0.11638764764647931,0.2,2760,0.01290709,0.0003,0.154443359375
569344,7886,72,278,-3.2372876900000005,102.0,-0.007979976724891457,0.0,0.00020581379067152739,0.4497169852256775,-2.4630494631826876,0.02704591490328312,-0.9285436868667603,0.13520906408084557,0.2,2770,0.019401811,0.0003,0.178271484375
571392,7914,72,279,-3.2203550700000005,102.0,-0.004868399501719978,0.0,0.05316365137696266,0.45062828063964844,-2.460599236190319,0.09009261429309845,-0.8501176834106445,0.1234174529556185,0.2,2780,0.011973582,0.0003,0.155615234375
573440,7942,72,280,-3.2191495,102.0,-0.008628699889231938,0.0,0.016893433406949043,0.4475948214530945,-2.4492324508726595,0.09765986353158951,-0.8708868622779846,0.12148700095713139,0.2,2790,0.012693938,0.0003,0.155517578125
575488,7970,72,281,-3.23565579,102.0,-0.006986523755767848,0.0,0.052242912352085114,0.44656407833099365,-2.4331915587186814,0.046459320932626724,-0.8195695877075195,0.11774368308251723,0.2,2800,0.014054645,0.0003,0.159130859375
